Timestamp,Soil_Moisture,Ambient_Temperature,Humidity,Light_Intensity,Plant_Health_Status,Plant_Pi_ID,Plant_Unique_ID,previousSoilMoisture,previousPlantHealthStatus,hour,day,month,weekday,rolling_avg_soil_moisture,time_to_dry,delta_soil_moisture,delta_temp,delta_humidity,delta_light
2024-10-03 10:54:53.407995,27.521108772254976,22.24024536256306,55.29190389508887,556.172805131218,0,plant1,1,27.521108772254976,0.0,10,3,10,3,27.521108772254976,6,0.0,0.0,0.0,0.0
2024-10-03 16:54:53.407995,14.835566151888916,21.706763280909925,63.94918051173581,596.1367212302714,0,plant1,1,27.521108772254976,0.0,16,3,10,3,21.178337462071944,6,-12.68554262036606,-0.5334820816531334,8.65727661664694,39.96391609905345
2024-10-03 22:54:53.407995,17.086361974997438,21.180945559285547,67.83795648765081,591.124626808531,0,plant1,1,14.835566151888916,0.0,22,3,10,3,19.81434563304711,6,2.250795823108522,-0.525817721624378,3.888775975915003,-5.012094421740358
2024-10-04 04:54:53.407995,15.336156078582944,22.593301942227185,58.1908110056612,241.4124763779383,0,plant1,1,17.086361974997438,0.0,4,4,10,4,15.752694735156432,12,-1.750205896414494,1.4123563829416383,-9.647145481989611,-349.7121504305927
2024-10-04 10:54:53.407995,39.82221602941021,28.929001064000246,63.77203576821832,444.4938296099551,0,plant1,1,15.336156078582944,0.0,10,4,10,4,24.08157802766353,6,24.48605995082726,6.335699121773061,5.58122476255712,203.08135323201682
2024-10-04 16:54:53.407995,29.20836481534943,24.36420868878257,46.392811452098336,496.23303984208593,0,plant1,1,39.82221602941021,0.0,16,4,10,4,28.122245641114194,6,-10.613851214060777,-4.564792375217678,-17.379224316119988,51.7392102321308
2024-10-04 22:54:53.407995,16.351409451876588,23.022894958221272,56.90621179183925,454.63921437395226,0,plant1,1,29.20836481534943,0.0,22,4,10,4,28.460663432212073,12,-12.856955363472842,-1.3413137305612963,10.513400339740912,-41.59382546813367
2024-10-05 04:54:53.407995,33.307696956004705,20.1991857151318,56.3262169649808,455.6989746013178,1,plant1,1,16.351409451876588,0.0,4,5,10,5,26.28915707441024,6,16.956287504128117,-2.8237092430894712,-0.5799948268584458,1.0597602273655298
2024-10-05 10:54:53.407995,12.722726094083018,25.46764546847184,47.54417466418322,635.0570336625123,0,plant1,1,33.307696956004705,1.0,10,5,10,5,20.79394416732144,6,-20.584970861921686,5.268459753340039,-8.782042300797585,179.35805906119447
2024-10-05 16:54:53.407995,13.244641440291131,27.63668532784915,65.61576853617763,393.2477805158376,0,plant1,1,12.722726094083018,0.0,16,5,10,5,19.758354830126283,6,0.5219153462081128,2.1690398593773104,18.07159387199441,-241.80925314667468
2024-10-05 22:54:53.407995,24.998960131191488,25.93062360229092,56.82434202030795,482.25099981750736,1,plant1,1,13.244641440291131,0.0,22,5,10,5,16.98877588852188,12,11.754318690900357,-1.7060617255582322,-8.791426515869674,89.00321930166979
2024-10-06 04:54:53.407995,31.606610983776264,23.994648082601124,58.53132772714595,763.5381969363248,2,plant1,1,24.998960131191488,1.0,4,6,10,6,23.283404185086294,6,6.607650852584776,-1.9359755196897943,1.7069857068379974,281.2871971188174
2024-10-06 10:54:53.407995,23.526045611952632,19.000491563586657,57.75413529301306,436.3746794273101,1,plant1,1,31.606610983776264,2.0,10,6,10,6,26.71053890897346,6,-8.080565371823631,-4.994156519014467,-0.7771924341328926,-327.16351750901464
2024-10-06 16:54:53.407995,21.535296059923027,19.739669989047524,47.508460278949656,724.1481606697018,1,plant1,1,23.526045611952632,1.0,16,6,10,6,25.555984218550645,6,-1.9907495520296052,0.7391784254608673,-10.245675014063401,287.7734812423917
2024-10-06 22:54:53.407995,23.78048857806465,26.49079136127092,45.879799050110336,561.1187449128007,1,plant1,1,21.535296059923027,1.0,22,6,10,6,22.9472767499801,6,2.2451925181416215,6.751121372223395,-1.62866122883932,-163.02941575690113
2024-10-07 04:54:53.407995,28.12275833847145,27.295814207845424,52.06643944969609,515.1991467931699,1,plant1,1,23.78048857806465,1.0,4,7,10,0,24.479514325486377,6,4.342269760406801,0.8050228465745057,6.186640399585755,-45.91959811963079
2024-10-07 10:54:53.407995,22.281166928044687,19.26392676469244,45.21420851771271,800.7266096441854,1,plant1,1,28.12275833847145,1.0,10,7,10,0,24.728137948193595,6,-5.841591410426762,-8.031887443152986,-6.852230931983378,285.52746285101546
2024-10-07 16:54:53.407995,15.20503814406763,23.63405834504201,40.83784536677513,423.1442154692256,0,plant1,1,22.281166928044687,1.0,16,7,10,0,21.86965447019459,48,-7.076128783977056,4.370131580349572,-4.3763631509375855,-377.58239417495975
2024-10-07 22:54:53.407995,39.2429306005678,29.39285652160216,61.67028339323424,203.4998926357084,1,plant1,1,15.20503814406763,0.0,22,7,10,0,25.576378557560037,42,24.037892456500174,5.758798176560148,20.832438026459116,-219.64432283351724
2024-10-08 04:54:53.407995,35.32985581724917,22.373446831763303,40.67374637596763,395.1885279888143,1,plant1,1,39.2429306005678,1.0,4,8,10,1,29.925941520628204,36,-3.913074783318635,-7.019409689838856,-20.99653701726661,191.68863535310592
2024-10-08 10:54:53.407995,37.396984355779,28.416181650877554,63.69918699110808,735.681831364056,2,plant1,1,35.32985581724917,1.0,10,8,10,1,37.32325692453199,30,2.067128538529829,6.042734819114251,23.025440615140447,340.49330337524174
2024-10-08 16:54:53.407995,37.74516990437203,20.530868169521906,47.25582510605044,472.7790052478596,2,plant1,1,37.396984355779,2.0,16,8,10,1,36.8240033591334,24,0.34818554859302964,-7.885313481355649,-16.44336188505764,-262.9028261161965
2024-10-08 22:54:53.407995,32.70184017367443,29.192802625598347,62.82887406115603,427.2720750642514,2,plant1,1,37.74516990437203,2.0,22,8,10,1,35.94799814460848,18,-5.0433297306976,8.661934456076441,15.573048955105591,-45.506930183608176
2024-10-09 04:54:53.407995,39.446354042325694,24.28970893332943,50.56190134388186,319.4868231179959,2,plant1,1,32.70184017367443,2.0,4,9,10,2,36.63112137345738,12,6.744513868651268,-4.903093692268918,-12.266972717274172,-107.78525194625547
2024-10-09 10:54:53.407995,39.567367086043205,25.55026655290689,63.67890896461528,867.7026544748144,2,plant1,1,39.446354042325694,2.0,10,9,10,2,37.23852043401444,6,0.12101304371751098,1.2605576195774617,13.117007620733425,548.2158313568184
2024-10-09 16:54:53.407995,29.545701066289915,24.809210954654034,42.01890238666286,923.2339881448264,1,plant1,1,39.567367086043205,2.0,16,9,10,2,36.186474064886276,6,-10.02166601975329,-0.7410555982528564,-21.660006577952423,55.53133367001203
2024-10-09 22:54:53.407995,15.499959079570708,26.282783845950345,40.25984233583839,677.0739745930812,0,plant1,1,29.545701066289915,1.0,22,9,10,2,28.20434241063461,18,-14.045741986719207,1.4735728912963104,-1.7590600508244663,-246.16001355174524
2024-10-10 04:54:53.407995,33.1564814738942,19.0296370497881,44.4687263184109,339.8834702931435,2,plant1,1,15.499959079570708,0.0,4,10,10,3,26.067380539918275,6,17.656522394323495,-7.253146796162245,4.208883982572509,-337.1905042999377
2024-10-10 10:54:53.407995,30.79192053725144,25.182985979667865,63.92669146225151,524.9309827398718,0,plant1,1,33.1564814738942,2.0,10,10,10,3,26.482787030238782,6,-2.3645609366427642,6.1533489298797654,19.45796514384061,185.04751244672826
2024-10-10 16:54:53.407995,13.90916870441628,21.95147498004146,42.4098101037432,508.2548631737778,0,plant1,1,30.79192053725144,0.0,16,10,10,3,25.952523571853973,6,-16.88275183283516,-3.231510999626405,-21.516881358508314,-16.676119566093973
2024-10-10 22:54:53.407995,19.06898516434994,18.89191428106705,59.990034181183695,867.1298681507387,0,plant1,1,13.90916870441628,0.0,22,10,10,3,21.256691468672553,18,5.15981645993366,-3.059560698974412,17.580224077440498,358.87500497696095
2024-10-11 04:54:53.407995,39.83876413758551,21.65353180545177,69.68726259987122,607.1387548836982,2,plant1,1,19.06898516434994,0.0,4,11,10,4,24.272306002117244,12,20.769778973235567,2.7616175243847216,9.697228418687523,-259.99111326704053
2024-10-11 10:54:53.407995,37.70253750807224,18.2812708788201,53.78590330361981,227.57293663508003,2,plant1,1,39.83876413758551,2.0,10,11,10,4,32.20342893666923,6,-2.136226629513267,-3.3722609266316717,-15.901359296251407,-379.56581824861814
2024-10-11 16:54:53.407995,18.138595130038976,22.06444668918239,51.536820114820365,302.8768790319144,0,plant1,1,37.70253750807224,2.0,16,11,10,4,31.89329892523224,12,-19.563942378033264,3.783175810362291,-2.249083188799446,75.3039423968344
2024-10-11 22:54:53.407995,31.283431483297427,22.24091207195894,50.497093713530624,297.6229175194561,2,plant1,1,18.138595130038976,0.0,22,11,10,4,29.04152137380288,6,13.144836353258452,0.1764653827765521,-1.039726401289741,-5.253961512458318
2024-10-12 04:54:53.407995,28.41588625558361,27.423014753798448,66.14889901295848,577.3716030143112,1,plant1,1,31.283431483297427,2.0,4,12,10,5,25.94597095630667,6,-2.8675452277138156,5.182102681839506,15.651805299427856,279.74868549485507
2024-10-12 10:54:53.407995,15.729236709381244,29.585600227907552,66.98353088899378,222.82530169209628,0,plant1,1,28.41588625558361,1.0,10,12,10,5,25.142851482754093,6,-12.686649546202368,2.162585474109104,0.8346318760353029,-354.5463013222149
2024-10-12 16:54:53.407995,28.08880201560132,21.532658204621857,43.6097378357978,560.0587425188842,0,plant1,1,15.729236709381244,0.0,16,12,10,5,24.07797499352206,6,12.359565306220077,-8.052942023285695,-23.373793053195982,337.2334408267879
2024-10-12 22:54:53.407995,29.55269085194686,24.78499673558113,50.62575539060849,735.8495565491255,0,plant1,1,28.08880201560132,0.0,22,12,10,5,24.456909858976474,6,1.4638888363455393,3.2523385309592747,7.016017554810688,175.79081403024134
2024-10-13 04:54:53.407995,13.113382850974586,22.862325240850154,67.05026738030428,576.3646454522128,0,plant1,1,29.55269085194686,0.0,4,13,10,6,23.58495857284092,6,-16.439308000972275,-1.9226714947309773,16.424511989695787,-159.4849110969127
2024-10-13 10:54:53.407995,19.30080763926231,18.08769868874087,44.80825005597495,547.135861552089,0,plant1,1,13.113382850974586,0.0,10,13,10,6,20.65562711406125,12,6.187424788287723,-4.774626552109286,-22.242017324329325,-29.228783900123858
2024-10-13 16:54:53.407995,32.383672811092005,29.990886104906263,68.13763607774416,711.343799780007,2,plant1,1,19.30080763926231,0.0,16,13,10,6,21.599287767109633,6,13.082865171829695,11.903187416165395,23.32938602176921,164.20793822791802
2024-10-13 22:54:53.407995,18.251686782570356,20.14741830441229,56.04820926102056,441.9643933529116,0,plant1,1,32.383672811092005,2.0,22,13,10,6,23.312055744308225,6,-14.131986028521649,-9.843467800493972,-12.089426816723602,-269.3794064270954
2024-10-14 04:54:53.407995,26.53859153518153,24.98914907823128,68.02007961739261,557.6035255532602,1,plant1,1,18.251686782570356,0.0,4,14,10,0,25.7246503762813,12,8.286904752611175,4.841730773818988,11.971870356372051,115.63913220034857
2024-10-14 10:54:53.407995,31.56279707432933,23.87187866545604,54.47405198205696,305.33811254173867,2,plant1,1,26.53859153518153,1.0,10,14,10,0,25.45102513069374,6,5.024205539147797,-1.1172704127752375,-13.546027635335648,-252.2654130115215
2024-10-14 16:54:53.407995,29.13152394775644,29.974187489793906,53.38227753497056,599.1035871738493,1,plant1,1,31.56279707432933,2.0,16,14,10,0,29.077637519089098,6,-2.43127312657289,6.1023088243378645,-1.0917744470864008,293.7654746321106
2024-10-14 22:54:53.407995,25.340791793058763,28.82947029607921,61.67313077821328,333.83254955220445,1,plant1,1,29.13152394775644,1.0,22,14,10,0,28.67837093838151,6,-3.7907321546976753,-1.144717193714694,8.290853243242715,-265.27103762164484
2024-10-15 04:54:53.407995,39.094176016080525,28.108533787137244,47.97210144844303,327.49001403413047,0,plant1,1,25.340791793058763,1.0,4,15,10,1,31.188830585631905,6,13.753384223021762,-0.7209365089419677,-13.70102932977025,-6.342535518073987
2024-10-15 10:54:53.407995,13.907011533548616,18.91604672231001,44.43625970964736,547.9559147060293,0,plant1,1,39.094176016080525,0.0,10,15,10,1,26.113993114229302,6,-25.18716448253191,-9.192487064827233,-3.5358417387956678,220.4659006718988
2024-10-15 16:54:53.407995,24.21651048287519,22.55603534579772,67.3530864149731,443.6550923080746,1,plant1,1,13.907011533548616,0.0,16,15,10,1,25.739232677501445,6,10.309498949326574,3.63998862348771,22.916826705325747,-104.30082239795468
2024-10-15 22:54:53.407995,26.44054757324725,19.47115782771984,69.49187236233244,361.5600382962176,1,plant1,1,24.21651048287519,1.0,22,15,10,1,21.52135652989035,6,2.224037090372061,-3.0848775180778816,2.138785947359338,-82.09505401185697
2024-10-16 04:54:53.407995,10.952615544828191,26.731841338368756,41.14323195346171,509.3614667358201,0,plant1,1,26.44054757324725,1.0,4,16,10,2,20.536557866983543,6,-15.48793202841906,7.260683510648917,-28.348640408870736,147.8014284396025
2024-10-16 10:54:53.407995,10.41624794970261,23.641970052932823,52.438830049692434,584.9485652718583,0,plant1,1,10.952615544828191,0.0,10,16,10,2,15.936470355926014,6,-0.5363675951255811,-3.089871285435933,11.295598096230727,75.58709853603824
2024-10-16 16:54:53.407995,22.27273443109404,20.38140880639466,68.75122088338078,251.47492141119983,1,plant1,1,10.41624794970261,0.0,16,16,10,2,14.547199308541613,6,11.85648648139143,-3.2605612465381633,16.312390833688347,-333.4736438606585
2024-10-16 22:54:53.407995,11.424120540996224,20.77588173051334,51.03741171594684,997.7164404842908,0,plant1,1,22.27273443109404,1.0,22,16,10,2,14.704367640597624,6,-10.848613890097816,0.3944729241186806,-17.713809167433944,746.241519073091
2024-10-17 04:54:53.407995,19.50777936319778,25.47068861874663,60.21570423996971,841.8691015679442,0,plant1,1,11.424120540996224,0.0,4,17,10,3,17.73487811176268,6,8.083658822201556,4.694806888233291,9.178292524022872,-155.84733891634664
2024-10-17 10:54:53.407995,21.278934359257256,28.441287849759107,42.26880350797616,827.2890607974824,1,plant1,1,19.50777936319778,0.0,10,17,10,3,17.40361142115042,6,1.771154996059476,2.970599231012475,-17.94690073199355,-14.580040770461778
2024-10-17 16:54:53.407995,25.175474840140037,27.28844499402397,47.18723871336932,466.4701541078477,1,plant1,1,21.278934359257256,1.0,16,17,10,3,21.98739618753169,6,3.8965404808827806,-1.1528428557351376,4.918435205393159,-360.81890668963473
2024-10-17 22:54:53.407995,26.57864292857004,18.70349913519968,58.642336075864335,446.7431823331706,1,plant1,1,25.175474840140037,1.0,22,17,10,3,24.34435070932244,6,1.4031680884300037,-8.584945858824288,11.455097362495017,-19.72697177467711
2024-10-18 04:54:53.407995,22.72210717594899,22.678283228511425,51.708114455034135,711.5483344004775,1,plant1,1,26.57864292857004,1.0,4,18,10,4,24.825408314886356,6,-3.856535752621049,3.9747840933117438,-6.9342216208302005,264.80515206730695
2024-10-18 10:54:53.407995,28.096902710952644,18.303771061986016,46.59754920994967,757.1550848504886,0,plant1,1,22.72210717594899,1.0,10,18,10,4,25.799217605157224,12,5.374795535003653,-4.37451216652541,-5.110565245084466,45.60675045001108
2024-10-18 16:54:53.407995,32.23443042974321,28.33192937653484,63.86715314928126,540.1039676207247,2,plant1,1,28.096902710952644,0.0,16,18,10,4,27.68448010554828,6,4.137527718790569,10.028158314548826,17.26960393933159,-217.05111722976392
2024-10-18 22:54:53.407995,13.74413383696061,29.12807686435398,59.182493268009154,811.9545888360167,0,plant1,1,32.23443042974321,2.0,22,18,10,4,24.691822325885486,6,-18.490296592782602,0.7961474878191375,-4.684659881272104,271.850621215292
2024-10-19 04:54:53.407995,21.99579369538853,19.082115886170413,57.71403655365325,970.469345457892,0,plant1,1,13.74413383696061,0.0,4,19,10,5,22.65811932069745,6,8.25165985842792,-10.045960978183565,-1.4684567143559022,158.51475662187534
2024-10-19 10:54:53.407995,29.87090333941557,22.160368526499703,66.88471578770324,430.3451671305756,1,plant1,1,21.99579369538853,0.0,10,19,10,5,21.8702769572549,6,7.875109644027038,3.078252640329289,9.170679234049992,-540.1241783273165
2024-10-19 16:54:53.407995,11.574463943240897,21.618161216279866,62.76925953485869,361.875460752102,0,plant1,1,29.87090333941557,1.0,16,19,10,5,21.14705365934833,6,-18.296439396174673,-0.5422073102198368,-4.115456252844552,-68.46970637847357
2024-10-19 22:54:53.407995,11.453152038746833,21.27421644917689,62.25665715517789,383.2490969046178,0,plant1,1,11.574463943240897,0.0,22,19,10,5,17.6328397738011,6,-0.12131190449406404,-0.3439447671029754,-0.5126023796807999,21.373636152515758
2024-10-20 04:54:53.407995,10.0007235973127,27.3136145894,53.17610378214588,971.3119325749224,0,plant1,1,11.453152038746833,0.0,4,20,10,6,11.009446526433473,6,-1.452428441434133,6.03939814022311,-9.08055337303201,588.0628356703046
