timestamp,soil_moisture,temperature,humidity,lux,plant_health_status,pieId,plant_unique_id,previous_soil_moisture,previous_plant_health_status,rolling_avg_soil_moisture,time_to_dry,delta_soil_moisture,delta_temp,delta_humidity,delta_light,rolling_avg_temp,rolling_std_soil,anomaly_score,is_anomaly,anomaly_description,hour,recommended_temp,recommended_humidity,recommended_light
2024-10-03 10:54:53.407995,27.521108772254976,22.24024536256306,55.29190389508887,556.172805131218,0,plant1,1,27.521108772254976,0.0,27.521108772254976,6,0.0,0.0,0.0,0.0,22.24024536256306,0.0,0.0864534468815415,0,,10,22.24024536256306,55.29190389508887,556.172805131218
2024-10-03 16:54:53.407995,14.835566151888916,21.706763280909925,63.94918051173581,596.1367212302714,0,plant1,1,27.521108772254976,0.0,21.178337462071944,6,-12.68554262036606,-0.5334820816531334,8.65727661664694,39.96391609905345,21.97350432173649,8.970033209891806,0.0832780176921249,0,,16,22.0,63.94918051173581,596.1367212302714
2024-10-03 22:54:53.407995,17.086361974997438,21.180945559285547,67.83795648765081,591.124626808531,0,plant1,1,14.835566151888916,0.0,19.81434563304711,6,2.250795823108522,-0.525817721624378,3.888775975915003,-5.012094421740358,21.70931806758617,6.768468735409841,0.0751367576953414,0,,22,22.0,67.83795648765081,591.124626808531
2024-10-04 04:54:53.407995,15.336156078582944,22.593301942227185,58.1908110056612,241.4124763779383,0,plant1,1,17.086361974997438,0.0,15.752694735156432,12,-1.750205896414494,1.4123563829416383,-9.647145481989613,-349.7121504305927,21.827003594140887,1.1817989671029825,0.0512173050886584,0,,4,22.593301942227185,58.1908110056612,241.4124763779383
2024-10-04 10:54:53.407995,39.82221602941021,28.929001064000246,63.77203576821832,444.4938296099551,0,plant1,1,15.336156078582944,0.0,24.08157802766353,6,24.48605995082726,6.335699121773061,5.58122476255712,203.0813532320168,24.234416188504326,13.659852440509184,-0.0147812248682807,1,Unusual sensor behavior,10,26.0,63.77203576821832,444.4938296099551
2024-10-04 16:54:53.407995,29.20836481534943,24.36420868878257,46.392811452098336,496.23303984208593,0,plant1,1,39.82221602941021,0.0,28.1222456411142,6,-10.613851214060777,-4.564792375217678,-17.379224316119988,51.7392102321308,25.295503898336666,12.279109256145489,0.0711912288010593,0,,16,24.36420868878257,50.0,496.23303984208593
2024-10-04 22:54:53.407995,16.351409451876588,23.022894958221272,56.90621179183925,454.63921437395226,0,plant1,1,29.20836481534943,0.0,28.46066343221208,12,-12.856955363472842,-1.3413137305612963,10.513400339740912,-41.59382546813367,25.438701570334697,11.753254160816825,0.0849197457982602,0,,22,23.022894958221272,56.90621179183925,454.63921437395226
2024-10-05 04:54:53.407995,33.307696956004705,20.1991857151318,56.3262169649808,455.6989746013178,1,plant1,1,16.351409451876588,0.0,26.28915707441024,6,16.956287504128117,-2.8237092430894712,-0.5799948268584458,1.0597602273655298,22.528763120711883,8.8470476350437,0.0893216042103148,0,,4,22.0,56.3262169649808,455.6989746013178
2024-10-05 10:54:53.407995,12.722726094083018,25.46764546847184,47.54417466418322,635.0570336625123,0,plant1,1,33.307696956004705,1.0,20.79394416732144,6,-20.584970861921686,5.268459753340039,-8.782042300797585,179.35805906119447,22.8965753806083,10.988054530716102,0.0525803393443591,0,,10,25.46764546847184,50.0,600.0
2024-10-05 16:54:53.407995,13.244641440291131,27.63668532784915,65.61576853617763,393.2477805158376,0,plant1,1,12.722726094083018,0.0,19.758354830126283,6,0.5219153462081128,2.1690398593773104,18.07159387199441,-241.80925314667468,24.4345055038176,11.736975885645736,0.0534058339776457,0,,16,26.0,65.61576853617763,393.2477805158376
2024-10-05 22:54:53.407995,24.998960131191488,25.93062360229092,56.82434202030795,482.25099981750736,1,plant1,1,13.244641440291131,0.0,16.98877588852188,12,11.754318690900355,-1.7060617255582322,-8.791426515869674,89.00321930166979,26.3449847995373,6.941929674686008,0.0955535653083591,0,,22,25.93062360229092,56.82434202030795,482.25099981750736
2024-10-06 04:54:53.407995,31.606610983776264,23.994648082601124,58.53132772714595,763.5381969363248,2,plant1,1,24.998960131191488,1.0,23.28340418508629,6,6.607650852584776,-1.9359755196897943,1.7069857068379974,281.2871971188174,25.85398567091373,9.300420986822669,0.0874524748241261,0,,4,23.994648082601124,58.53132772714595,763.5381969363248
2024-10-06 10:54:53.407995,23.526045611952632,19.000491563586657,57.75413529301306,436.3746794273101,1,plant1,1,31.606610983776264,2.0,26.71053890897346,6,-8.080565371823631,-4.994156519014467,-0.7771924341328926,-327.16351750901464,22.97525441615957,4.303604374997077,0.0801848384260927,0,,10,22.0,57.75413529301306,436.3746794273101
2024-10-06 16:54:53.407995,21.535296059923027,19.739669989047524,47.508460278949656,724.1481606697018,1,plant1,1,23.526045611952632,1.0,25.555984218550645,6,-1.9907495520296048,0.7391784254608673,-10.2456750140634,287.7734812423917,20.9116032117451,5.33369797924245,0.0768001865055739,0,,16,22.0,50.0,600.0
2024-10-06 22:54:53.407995,23.78048857806465,26.49079136127092,45.879799050110336,561.1187449128007,1,plant1,1,21.535296059923027,1.0,22.9472767499801,6,2.245192518141621,6.751121372223395,-1.62866122883932,-163.02941575690113,21.7436509713017,1.2294114069632978,0.0608288037592244,0,,22,26.0,50.0,561.1187449128007
2024-10-07 04:54:53.407995,28.12275833847145,27.295814207845424,52.06643944969609,515.1991467931699,1,plant1,1,23.78048857806465,1.0,24.479514325486377,6,4.342269760406801,0.8050228465745057,6.186640399585755,-45.91959811963079,24.50875851938796,3.3489016952567354,0.0944491183618522,0,,4,26.0,52.06643944969609,515.1991467931699
